,Name,Lvl,HP,AC,Attack_Num,Attack_Descr,Attack_Type,Hit_Bonus,is_Agile
3679,ADULT RED DRAGON,14,305,37,Attack 3,"Melee tail +27 (magical, reach 20 feet), Damage 3d12+13 slashing",Melee,27.0,False
3680,ADULT SEA DRAGON,12,225,33,Attack 3,"Melee tail +26 (magical, reach 25 feet), Damage 3d8+12 bludgeoning plus Grab (page 305)",Melee,26.0,False
3681,ADULT SILVER DRAGON,14,295,37,Attack 3,"Melee tail +27 (magical, reach 20 feet), Damage 2d10+11 bludgeoning",Melee,27.0,False
3682,ADULT SKY DRAGON,13,235,34,Attack 3,"Melee tail +27 (magical, reach 25 feet), Damage 3d8+13 bludgeoning plus Grab (page 305)",Melee,27.0,False
3683,ADULT SOVEREIGN DRAGON,15,275,37,Attack 3,"Melee tail +30 (magical, reach 25 feet), Damage 3d10+14 bludgeoning plus Grab (page 305)",Melee,30.0,False
3684,ADULT UMBRAL DRAGON,15,275,37,Attack 3,"Melee tail +28 (magical, reach 20 feet), Damage 3d12+14 slashing",Melee,28.0,False
3685,ADULT UNDERWORLD DRAGON,11,195,31,Attack 3,"Melee tail +24 (magical, reach 20 feet), Damage 2d8+13 bludgeoning plus Grab (page 305)",Melee,24.0,False
3686,ADULT WHITE DRAGON,10,215,29,Attack 3,"Melee tail +22 (magical, reach 15 feet), Damage 2d6+11 bludgeoning",Melee,22.0,False
3687,AGENT OF THE GRAY QUEEN,19,290,43,Attack 3,"Melee tail +32 (evil, magical, reach 15 feet), Damage 4d10+9 bludgeoning plus 1d6 evil and essence drain",Melee,32.0,False
3688,AHUIZOTL,6,105,23,Attack 3,"Melee tail claw +17 (agile, reach 10 feet), Damage 2d4+8 slashing plus Improved Grab",Melee,17.0,True
3689,AMMUT,18,350,41,Attack 3,"Melee jaws +32 (reach 15 feet), Damage 3d12+16 piercing plus Improved Grab",Melee,32.0,False
3690,ANADI ELDER,6,95,23,Attack 3,"Ranged composite longbow +16 (deadly 1d10, propulsive, range increment 100 feet, reload 0, volley 30 feet), Damage 1d8+1 piercing",Range,16.0,False
3691,ANADI HUNTER,2,27,19,Attack 3,"Ranged composite shortbow +10 (deadly 1d10, propulsive, range increment 60 feet, reload 0), Damage 1d6+1 piercing",Range,10.0,False
3692,ANCIENT BLACK DRAGON,16,325,39,Attack 3,"Melee tail +31 (magical, reach 20 feet), Damage 3d10+12 bludgeoning",Melee,31.0,False
3693,ANCIENT BLUE DRAGON,18,370,42,Attack 3,"Melee tail +33 (magical, reach 25 feet), Damage 3d10+13 bludgeoning",Melee,33.0,False
3694,ANCIENT BRINE DRAGON,17,330,40,Attack 3,"Melee tail +32 (magical, reach 25 feet), Damage 3d12+17 bludgeoning",Melee,32.0,False
3695,ANCIENT BRONZE DRAGON,18,360,43,Attack 3,"Melee tail +33 (magical, reach 20 feet), Damage 2d10+14 bludgeoning",Melee,33.0,False
3696,ANCIENT CLOUD DRAGON,19,355,44,Attack 3,"Melee tail +34 (magical, reach 25 feet), Damage 4d12+17 bludgeoning",Melee,34.0,False
3697,ANCIENT COPPER DRAGON,17,345,41,Attack 3,"Melee tail +31 (magical, reach 20 feet), Damage 2d10+14 bludgeoning",Melee,31.0,False
3698,ANCIENT CRYSTAL DRAGON,16,275,42,Attack 3,"Melee tail +31 (magical, reach 25 feet), Damage 2d10+17 slashing",Melee,31.0,False
3699,ANCIENT FOREST DRAGON,19,410,44,Attack 3,"Melee tail +36 (magical, reach 30 feet), Damage 4d8+17 bludgeoning plus Grab (page 305)",Melee,36.0,False
3700,ANCIENT GOLD DRAGON,20,450,46,Attack 3,"Melee tail +36 (magical, reach 25 feet), Damage 4d10+15 slashing",Melee,36.0,False
3701,ANCIENT GREEN DRAGON,17,315,41,Attack 3,"Melee tail +31 (magical, reach 25 feet), Damage 3d10+13 bludgeoning",Melee,31.0,False
3702,ANCIENT MAGMA DRAGON,18,390,42,Attack 3,"Melee tail +34 (magical, reach 25 feet), Damage 3d12+18 bludgeoning",Melee,34.0,False
3703,ANCIENT RED DRAGON,19,425,45,Attack 3,"Melee tail +35 (magical, reach 25 feet), Damage 4d10+15 slashing",Melee,35.0,False
3704,ANCIENT SEA DRAGON,17,350,41,Attack 3,"Melee tail +34 (magical, reach 25 feet), Damage 3d10+16 bludgeoning plus Grab (page 305)",Melee,34.0,False
3705,ANCIENT SILVER DRAGON,19,410,45,Attack 3,"Melee tail +35 (magical, reach 25 feet), Damage 3d10+15 bludgeoning",Melee,35.0,False
3706,ANCIENT SKY DRAGON,18,335,42,Attack 3,"Melee tail +36 (magical, reach 30 feet), Damage 3d10+16 bludgeoning plus Grab (page 305)",Melee,36.0,False
3707,ANCIENT SOVEREIGN DRAGON,20,410,46,Attack 3,"Melee tail +38 (magical, reach 30 feet), Damage 4d8+18 bludgeoning plus Grab (page 305)",Melee,38.0,False
3708,ANCIENT UMBRAL DRAGON,20,375,45,Attack 3,"Melee tail +36 (magical, reach 25 feet), Damage 4d12+18 slashing",Melee,36.0,False
3709,ANCIENT UNDERWORLD DRAGON,16,295,39,Attack 3,"Melee tail +32 (magical, reach 25 feet), Damage 3d10+16 bludgeoning plus Grab",Melee,32.0,False
3710,ANCIENT WHITE DRAGON,15,330,36,Attack 3,"Melee tail +29 (magical, reach 20 feet), Damage 2d10+14 bludgeoning",Melee,29.0,False
3711,ANDROID INFILTRATOR,2,28,18,Attack 3,"Ranged hand crossbow +10 (range increment 60 feet, reload 1), Damage 1d6 piercing",Range,10.0,False
3712,ANGHEUVORE FLESH-GNAWER,2,30,18,Attack 3,"Ranged composite shortbow +10 (deadly d10, propulsive, range increment 60 feet), Damage 1d6+3 piercing",Range,10.0,False
3713,ANNIKIA,11,195,31,Attack 3,"Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing",Range,22.0,True
3714,APOTHECARY,-1,9,14,Attack 3,"Ranged acid flask +5 (range increment 20 feet, splash), Damage 1 acid plus 1d6 persistent acid and 1 splash acid",Range,5.0,False
3715,ARARDA,18,280,43,Attack 3,"Ranged sand spear +32 (earth, electricity, magical, range increment 30 feet), Damage 4d8 piercing plus 2d8 electricity and blightburn sickness (page 73)",Range,32.0,False
3716,ARBOREAL REAPER,7,130,25,Attack 3,"Ranged thorns +16, Damage 2d8+5 piercing plus 1d4 persistent bleed",Range,16.0,False
3717,ARBOREAL REGENT,8,150,26,Attack 3,"Ranged rock +19 (brutal, range increment 120 feet), Damage 2d10+7 bludgeoning",Range,19.0,False
3718,ARSKUVA THE GNASHER,12,270,31,Attack 3,"Melee claw +23 (agile), Damage 3d4+11 slashing",Melee,23.0,True
3719,ASHAGITH,3,44,20,Attack 3,"Melee claw +11 (agile), Damage 1d4+6 slashing",Melee,11.0,True
3720,ASPIS GUARD,5,80,22,Attack 3,"Ranged crossbow +12 (range increment 120 feet, reload 1), Damage 1d8+4 piercing",Range,12.0,False
3721,ASPIS TECHNICIAN,7,115,25,Attack 3,"Ranged alchemistes fire +18 (range increment 20 feet, splash), Damage 2d8+2 fire plus 4 persistent fire and 4 fire splash",Range,18.0,False
3722,ASTRADAEMON (VOID DAEMON),16,240,39,Attack 3,"Melee tail +32 (evil, magical, reach 15 feet), Damage 3d10+9 bludgeoning plus 1d6 evil and Essence Drain",Melee,32.0,False
3723,ATHACH,12,250,33,Attack 3,"Melee claw +25 (agile), Damage 3d8+13 slashing",Melee,25.0,True
3724,AVAREK,8,150,26,Attack 3,"Ranged dagger +20 (agile, finesse, magical, thrown 10 feet, versatile S), Damage 2d4+4 piercing",Range,20.0,True
3725,AVERY COLLESTIN,11,195,31,Attack 3,"Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing",Range,22.0,True
3726,AZARKETI EXPLORER,2,30,18,Attack 3,"Ranged trident +7 (thrown 20 feet), Damage 1d8+6 piercing",Range,7.0,False
3727,AZER,2,45,17,Attack 3,"Ranged light hammer +7 (agile, thrown 20 feet), Damage 1d6+3 bludgeoning plus 1d6 fire",Range,7.0,True
3728,AZURE WORM,15,320,35,Attack 3,"Melee body +29 (reach 15 feet), Damage 2d8+14 bludgeoning",Melee,29.0,False
3729,AZURETZI,5,75,22,Attack 3,"Melee tail +13 (chaotic, magical, reach 15 feet), Damage 2d12+4 bludgeoning plus 1d6 chaotic and Grab",Melee,13.0,False
3730,BABAU,6,130,24,Attack 3,"Melee claw +16 (agile, evil, magical), Damage 1d4+7 slashing plus 1d6 evil",Melee,16.0,True
3731,BALKA,3,40,19,Attack 3,"Melee leg +10 (agile), Damage 1d10+5 bludgeoning",Melee,10.0,True
3732,BANDIT,2,30,19,Attack 3,"Ranged hatchet +9 (agile, sweep, thrown 10 feet), Damage 1d6+5 slashing",Range,9.0,True
3733,BANDIT LIEUTENANT,2,22,20,Attack 3,"Ranged shortbow +8 (deadly d10, range increment 60 feet, reload 0), Damage 1d6 piercing",Range,8.0,False
3734,BANDIT SCOUT,0,10,17,Attack 3,"Ranged shortbow +5 (deadly d10, range increment 60 feet, reload 0), Damage 1d6 piercing",Range,5.0,False
3735,BARBAZU (BEARDED DEVIL),5,60,22,Attack 3,"Melee beard +15 (magical), Damage 1d6+7 piercing plus Avernal fever",Melee,15.0,False
3736,BARKEEP,1,25,14,Attack 3,"Ranged pewter mug +3 (thrown 10 feet), Damage 1d4+3 bludgeoning",Range,3.0,False
3737,BARON UTOMO,4,60,21,Attack 3,"Melee jaws +14, Damage 1d6+5 piercing",Melee,14.0,False
3738,BARON UTOMO,6,95,24,Attack 3,"Melee jaws +17, Damage 1d6+8 piercing",Melee,17.0,False
3739,BARREL LAUNCHER,14,250,36,Attack 3,"Ranged barrel +29 (range increment 60 feet), Damage 2d12+10 bludgeoning plus poison ink",Range,29.0,False
3740,BARUSHAK IL-VARASHMA,11,170,28,Attack 3,"Ranged dagger +21 (agile, thrown 10 feet, versatile S), Damage 1d4+8 piercing",Range,21.0,True
3741,BATTLE LEADER REKAREK,2,40,17,Attack 3,"Ranged sling +10 (propulsive, range increment 50 feet, reload 1), Damage 1d6+1 bludgeoning",Range,10.0,False
3742,BAUBLE BEAST,6,100,23,Attack 3,"Ranged bile +16 (acid, range increment 30 feet), Damage 2d8 acid plus 1d6 persistent acid and philanthropic bile",Range,16.0,False
3743,BELMAZOG,9,145,28,Attack 3,"Melee tongue +20 (reach 10 feet), Damage 2d6+11 acid plus tongue grab",Melee,20.0,False
3744,BIJAN AND ZAYNAP OHRLAVI,5,75,22,Attack 3,"Ranged moderate bottled lightning +16 (range increment 20 feet, splash), Damage 2d6 electricity and 5 electricity splash, plus flat-footed until the start of the alchemistes next turn",Range,16.0,False
3745,BILOKO VETERAN,4,58,21,Attack 3,"Ranged shortbow +14 (deadly d10, range increment 60 feet, reload 0), Damage 1d6+3 piercing",Range,14.0,False
3746,BILOKO WARRIOR,1,19,16,Attack 3,"Ranged spear +7 (thrown 20 feet), Damage 1d6+3 piercing",Range,7.0,False
3747,BITTER TRUTH BANDIT,6,95,22,Attack 3,"Ranged hatchet +16 (agile, sweep, thrown 10 feet), Damage 1d6+6 slashing",Range,16.0,True
3748,BLODEUWEDD,6,105,24,Attack 3,"Ranged sling +17 (propulsive, range increment 50 feet), Damage 2d6+4 bludgeoning",Range,17.0,False
3749,BLOOD HAG,8,170,26,Attack 3,"Ranged firebolt +19 (agile, fire), Damage 2d10+8 fire",Range,19.0,True
3750,BLOODY BARBER GOON,12,210,32,Attack 3,"Ranged dagger +24 (agile, finesse, versatile S), Damage 1d4+9 piercing",Range,24.0,True
3751,BLUE STREAK BURGLAR,4,60,21,Attack 3,"Ranged techno-junk plasma rifle +14 (range increment 60 feet, reload 0), Damage 1d6 electricity and 1d6 fire",Range,14.0,False
3752,BOG STRIDER,2,30,18,Attack 3,"Ranged spear +10 (thrown 20 feet), Damage 1d6+3 piercing",Range,10.0,False
3753,BOG-ROTTED FROGHEMOTH,12,265,30,Attack 3,"Melee tongue +25 (agile, reach 30 feet), Damage 2d10+12 piercing plus barbed tongue",Melee,25.0,True
3754,BOGGARD SCOUT,1,24,16,Attack 3,"Ranged sling +7 (propulsive, reload 1, range increment 50 feet), Damage 1d6+1 bludgeoning",Range,7.0,False
3755,BOGGARD WARRIOR,2,38,17,Attack 3,"Ranged javelin +6 (thrown 30 feet), Damage 1d6+4 piercing",Range,6.0,False
3756,BONE SHIP,18,415,42,Attack 3,"Ranged bone cannon +35 (brutal, magical tradition: divine The power of the divine is steeped in faith, the unseen, and belief in a power source from beyond the Material Plane. Clerics are the most iconic divine spellcasters, beseeching the gods to grant them their magic. Divine sorcerers can use the blood of their celestial or fiendish ancestors as a divine conduit, and champions call upon their gods to grant them martial prowess through divine guidance.&gt;divine, negative, range increment 100 feet), Damage 2d12+12 bludgeoning damage plus 2d10 negative",Range,35.0,False
3757,BONEWHISPER,18,300,42,Attack 3,"Ranged bone javelin +33 (magical, thrown 100 feet), Damage 3d8+6 piercing plus 3d6 negative",Range,33.0,False
3758,BOSS SKRAWNG,1,24,16,Attack 3,"Ranged trident +9 (thrown 20 feet), Damage 1d8+1 piercing",Range,9.0,False
3759,BOSUN,3,45,19,Attack 3,"Melee dagger +13 (agile, versatile S), Damage 1d4+5 piercing",Melee,13.0,True
3760,BRECKEZ,1,18,18,Attack 3,"Ranged thrown debris +8 (deadly d6, thrown 20 feet), Damage 1d6+3 bludgeoning",Range,8.0,False
3761,BREEK,1,24,16,Attack 3,"Ranged sling +7 (propulsive, reload 1, range increment 50 feet), Damage 1d6+1 bludgeoning",Range,7.0,False
3762,BUGBEAR MARAUDER,2,34,17,Attack 3,"Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing",Range,8.0,False
3763,BUGBEAR THUG,2,34,17,Attack 3,"Ranged javelin +8 (thrown 30 feet), Damage 1d6+4 piercing",Range,8.0,False
3764,BUGBEAR TORMENTOR,3,44,20,Attack 3,"Ranged dagger +10 (agile, thrown 10 feet, versatile S), Damage 1d4+6 piercing",Range,10.0,True
3765,BULLBUTCHER,10,200,30,Attack 3,"Melee jaws +23, Damage 2d6+13 piercing",Melee,23.0,False
3766,BURGLAR,4,60,21,Attack 3,"Ranged composite shortbow +14 (deadly 1d10, propulsive, range increment 60 feet, reload 0), Damage 1d6+4 piercing",Range,14.0,False
3767,CAIRN LINNORM,18,360,43,Attack 3,"Melee tail +35 (agile, magical, reach 25 feet), Damage 3d10+17 bludgeoning plus Improved Grab",Melee,35.0,True
3768,CALIGNI DANCER,1,18,17,Attack 3,"Ranged dagger +9 (agile, thrown 10 feet, versatile S), Damage 1d4 piercing",Range,9.0,True
3769,CALIM,4,60,21,Attack 3,"Ranged alchemical bomb +13 (range increment 20 feet, splash), Damage varies by bomb",Range,13.0,False
3770,CALMONT,3,35,20,Attack 3,"Ranged dagger +9 (agile, thrown 10 feet, versatile S), Damage 1d4+4 piercing",Range,9.0,True
3771,CATFOLK POUNCER,1,19,17,Attack 3,"Ranged dagger +9 (agile, thrown 10 feet, versatile S), Damage 1d4 check data-toggle=tooltip data-html=true&gt;1d4 check /&gt;1d4 +3 piercing",Range,9.0,True
3772,CATOBLEPAS,12,215,33,Attack 3,"Melee hoof +23 (magical), Damage 3d10+11 bludgeoning",Melee,23.0,False
3773,CAVNAKASH,5,83,22,Attack 3,"Melee claw +16 (agile), Damage 2d6+3 slashing",Melee,16.0,True
3774,CELESTIAL MENAGERIE BRUISER,8,135,27,Attack 3,"Ranged dagger +15 (agile, thrown 10 feet, versatile S), Damage 1d4+8 piercing",Range,15.0,True
3775,CENTAUR,3,40,20,Attack 3,"Melee spear +11, Damage 1d6+4 piercing",Melee,11.0,False
3776,CHAOS GULGAMODH,21,400,46,Attack 3,"Melee foot +40 (chaotic, magical, reach 20 feet), Damage 4d8+19 bludgeoning plus 1d6 chaotic and Knockdown",Melee,40.0,False
3777,CHARAU-KA BUTCHER,6,95,23,Attack 3,"Ranged trident +18 (deadly d6, magical, thrown 20 feet), Damage 2d8+8 piercing",Range,18.0,False
3778,CHARAU-KA DRAGON PRIEST,6,90,23,Attack 3,"Melee claw +16 (agile), Damage 1d10+6 slashing",Melee,16.0,True
3779,CHARAU-KA WARRIOR,1,18,18,Attack 3,"Melee fist +8 (agile, nonlethal), Damage 1d4+3 bludgeoning",Melee,8.0,True
3780,CHARAUKA,1,18,18,Attack 3,"Ranged thrown debris +8 (deadly d6, thrown 20 feet), Damage 1d6+3 bludgeoning",Range,8.0,False
3781,CHARMING SCOUNDREL,4,54,21,Attack 3,"Ranged hand crossbow +12 (range increment 60 feet, reload 1), Damage 1d6+2 piercing",Range,12.0,False
3782,CHEEL,1,16,18,Attack 3,"Ranged crossbow +9 (range increment 120 feet, reload 1), Damage 1d8 piercing",Range,9.0,False
3783,CHILDREN OF VENOM,13,300,31,Attack 3,"Ranged acid spit +27 (range increment 30 feet), Damage 7d6 acid",Range,27.0,False
3784,CHIMERA,8,135,27,Attack 3,"Melee goat horns +20, Damage 2d10+9 piercing",Melee,20.0,False
3785,CHITTERBRUISE,14,255,36,Attack 3,"Melee leg +29 (agile, reach 10 feet), Damage 3d8+16 slashing",Melee,29.0,True
3786,CLOCKWORK AMALGAM,20,455,43,Attack 3,"Melee claw +38 (magical, reach 10 feet), Damage 4d8+18 slashing plus Push",Melee,38.0,False
3787,CLOCKWORK CHOPPER,14,250,36,Attack 3,"Ranged spinning blade +29 (agile, deadly d10, magical, range increment 120 feet), Damage 2d10+11 slashing",Range,29.0,True
3788,CLOCKWORK DRAGON,16,265,39,Attack 3,"Melee tail +31 (reach 20 feet), Damage 3d12+15 bludgeoning",Melee,31.0,False
3789,CLOCKWORK INJECTOR,14,250,36,Attack 3,"Ranged spinning blade +29 (agile, deadly d10, magical, range increment 120 feet), Damage 2d10+11 slashing",Range,29.0,True
3790,COIL SPY,4,48,22,Attack 3,"Ranged hand crossbow +10 (range increment 60 feet, reload 1), Damage 1d6+3 piercing plus serpentfolk venom or hunting spider venom (Core Rulebook 552)",Range,10.0,False
3791,CORNUGON,16,300,38,Attack 3,"Melee tail +32 (magical, reach 10 feet), Damage 3d8+14 slashing plus 1d6 evil and infernal wound",Melee,32.0,False
3792,CRAG LINNORM,14,270,37,Attack 3,"Melee tail +30 (reach 20 feet, magical), Damage 3d6+14 bludgeoning plus Improved Grab",Melee,30.0,False
3793,CRIMSON WORM,18,410,40,Attack 3,"Melee body +34 (fire, reach 15 feet), Damage 2d10+16 bludgeoning plus 2d6 fire",Melee,34.0,False
3794,CROAKCHIEF GLOBBLIT SKINK-EATER,5,85,21,Attack 3,"Ranged javelin +12 (thrown 20 feet), Damage 1d6+5 piercing",Range,12.0,False
3795,CULDEWEN,7,105,25,Attack 3,"Ranged fish hook +18 (thrown 30 feet), Damage 2d10+7 piercing plus hooked",Range,18.0,False
3796,DANAVA TITAN,23,470,49,Attack 3,"Ranged benthic wave +40 (brutal, magical, range 200 feet, water), Damage 4d6+20 bludgeoning plus 2d12 cold",Range,40.0,False
3797,DANCER,1,20,16,Attack 3,"Melee dagger +8 (agile, thrown 10 feet, versatile S), Damage 1d4+3 piercing",Melee,8.0,True
3798,DARING DANIKA,2,30,17,Attack 3,"Melee jaws +9, Damage 1d10+3 piercing",Melee,9.0,False
3799,DEEPWATER DHUTHOREX,9,155,28,Attack 3,"Melee tentacle +19 (agile, reach 15 feet), Damage 2d6+11 slashing",Melee,19.0,True
3800,DEHYDRATED KROOTH,6,110,23,Attack 3,"Melee tail +17 (reach 15 feet), Damage 2d8+5 piercing",Melee,17.0,False
3801,DESERT GIANT,9,185,27,Attack 3,"Ranged rock +19 (brutal, range increment 120 feet), Damage 2d8+12 bludgeoning",Range,19.0,False
3802,"DEVIL, CORNUGON (HORNED DEVIL)",16,300,38,Attack 3,"Melee tail +32 (magical, reach 10 feet), Damage 2d10+14 slashing plus infernal wound",Melee,32.0,False
3803,DHAMPIR WIZARD,2,22,17,Attack 3,"Melee fist +7 (agile, finesse, nonlethal), Damage 1d4+2 bludgeoning",Melee,7.0,True
3804,DIOBEL SWEEPER CHEMIST,9,155,27,Attack 3,"Ranged moderate alchemistes fire +22 (alchemical, bomb, consumable, fire, range increment 20 feet, splash), Damage 2d8 fire plus 2 persistent fire and 2 fire splash",Range,22.0,False
3805,DIOBEL SWEEPER TOUGH,7,125,24,Attack 3,"Ranged bomb +19 (alchemical, bomb, range increment 30 feet), Damage 2d6 cold or electricity plus 2 splash",Range,19.0,False
3806,DJINNI,5,71,22,Attack 3,"Ranged crashing wind +15 (air, magical tradition: arcane Arcane spellcasters use logic and rationality to categorize the magic inherent in the world around them. Because of its far-reaching approach, the arcane tradition has the broadest spell list, though ites generally poor at affecting the spirit or the soul. Wizards are the most iconic arcane spellcasters, poring over tomes and grimoires, though arcane sorcerers study the secrets of their blood to unlock the power within themselves.&gt;arcane, evocation, range increment 20 feet), Damage 1d8+6 bludgeoning",Range,15.0,False
3807,DMIRI YOLTOSHA,4,52,22,Attack 3,"Ranged composite shortbow +12 (deadly 1d10, range increment 60 feet, reload 0), Damage 1d6+1 piercing",Range,12.0,False
3808,DOLIT,7,125,24,Attack 3,"Ranged bomb +19 (alchemical, bomb, range increment 30 feet), Damage 2d6 cold or electricity plus 2 splash",Range,19.0,False
3809,DOORWARDEN,5,60,22,Attack 3,"Melee door +13, Damage 1d4+8 bludgeoning",Melee,13.0,False
3810,DRAGONSTORM FIRE GIANT,18,400,42,Attack 3,"Ranged rock +35 (range increment 120 feet), Damage 3d10+12 bludgeoning plus 1d6 electricity",Range,35.0,False
3811,DREAD DHUTHOREX,11,195,31,Attack 3,"Melee tentacle +22 (agile, reach 15 feet), Damage 3d6+12 slashing",Melee,22.0,True
3812,DRIDER,6,95,24,Attack 3,"Ranged composite longbow +16 (deadly d10, magical, propulsive, range increment 100 feet, reload 0, volley 50 feet), Damage 1d8+8 piercing",Range,16.0,False
3813,DROAN'S SMUGGLER,4,60,21,Attack 3,"Ranged composite shortbow +14 (deadly 1d10, propulsive, range increment 60 feet, reload 0), Damage 1d6+4 piercing",Range,14.0,False
3814,DROAN'S TOUGH,2,32,18,Attack 3,"Ranged club +8 (thrown 10 feet), Damage 1d6+5 bludgeoning",Range,8.0,False
3815,DROW FIGHTER,1,18,18,Attack 3,"Ranged hand crossbow +9 (range increment 60 feet, reload 1), Damage 1d6+1 piercing plus lethargy poison",Range,9.0,False
3816,DROW WARRIOR,1,18,18,Attack 3,"Ranged hand crossbow +9 (range increment 60 feet, reload 1), Damage 1d6+1 piercing",Range,9.0,False
3817,DRUNKEN FARMER,-1,16,13,Attack 3,"Ranged mug +1 (improvised, range increment 10 feet), Damage 1d3+3 bludgeoning",Range,1.0,False
3818,DULLAHAN,7,95,28,Attack 3,"Melee fist +18 (agile, nonlethal), Damage 1d4+10 bludgeoning",Melee,18.0,True
3819,DUSKWALKER,4,56,21,Attack 3,"Ranged hatchet +14 (agile, sweep, thrown 10 feet), Damage 1d6+5 slashing",Range,14.0,True
3820,EBERARK,10,275,30,Attack 3,"Ranged spit +21 (agile, range increment 30 feet), Damage incendiary spit",Range,21.0,True
3821,EILOSSEH,21,400,46,Attack 3,"Ranged rock +38 (brutal, range increment 200 feet), Damage 3d12+20 bludgeoning",Range,38.0,False
3822,EINHERJI,10,175,30,Attack 3,"Melee dagger +24 (agile, versatile S), Damage 2d4+13 piercing",Melee,24.0,True
3823,EKUJAE GUARDIANS,2,26,19,Attack 3,"Ranged cold iron or silver dagger +11 (agile, thrown 10 feet, versatile S), Damage 1d4+3 piercing",Range,11.0,True
3824,ELEPHANT,7,130,23,Attack 3,"Melee foot +16 (reach 10 feet), Damage 2d10+9 bludgeoning",Melee,16.0,False
3825,ELOKO,7,115,25,Attack 3,"Ranged blowgun +17 (agile, nonlethal, range increment 20 feet, reload 1), Damage 1 piercing plus 2d4 persistent poison",Range,17.0,True
3826,ELYSIAN TITAN,21,400,46,Attack 3,"Ranged rock +38 (brutal, range increment 200 feet), Damage 3d12+20 bludgeoning",Range,38.0,False
3827,ENVYSPAWN,2,30,18,Attack 3,"Melee claw +10, Damage 1d6+4 slashing",Melee,10.0,False
3828,ESPON,8,145,26,Attack 3,"Ranged bomb +21 (alchemical, bomb, range increment 30 feet), Damage 2d6+2 cold or electricity plus 2 splash",Range,21.0,False
